Altitude (m),Air density (kg/m3)
204,1.20119
205,1.20107
206,1.20096
207,1.20084
208,1.20072
209,1.20061
210,1.20049
211,1.20038
212,1.20026
213,1.20015
214,1.20003
215,1.19991
216,1.1998
217,1.19968
218,1.19957
219,1.19945
220,1.19934
221,1.19922
222,1.1991
223,1.19899
224,1.19887
225,1.19876
226,1.19864
227,1.19853
228,1.19841
229,1.19829
230,1.19818
231,1.19806
232,1.19795
233,1.19783
234,1.19772
235,1.1976
236,1.19749
237,1.19737
238,1.19725
239,1.19714
240,1.19702
241,1.19691
242,1.19679
243,1.19668
244,1.19656
245,1.19645
246,1.19633
247,1.19621
248,1.1961
249,1.19598
250,1.19587
251,1.19575
252,1.19564
253,1.19552
254,1.19541
255,1.19529
256,1.19518
257,1.19506
258,1.19494
259,1.19483
260,1.19471
261,1.1946
262,1.19448
263,1.19437
264,1.19425
265,1.19414
266,1.19402
267,1.19391
268,1.19379
269,1.19368
270,1.19356
271,1.19345
272,1.19333
273,1.19321
274,1.1931
275,1.19298
276,1.19287
277,1.19275
278,1.19264
279,1.19252
280,1.19241
281,1.19229
282,1.19218
283,1.19206
284,1.19195
285,1.19183
286,1.19172
287,1.1916
288,1.19149
289,1.19137
290,1.19126
291,1.19114
292,1.19103
293,1.19091
294,1.1908
295,1.19068
296,1.19057
297,1.19045
298,1.19034
299,1.19022
300,1.19011
301,1.18999
302,1.18988
303,1.18976
304,1.18965
305,1.18953
306,1.18942
307,1.1893
308,1.18919
309,1.18907
310,1.18896
311,1.18884
312,1.18873
313,1.18861
314,1.1885
315,1.18838
316,1.18827
317,1.18815
318,1.18804
319,1.18792
320,1.18781
321,1.18769
322,1.18758
323,1.18746
324,1.18735
325,1.18723
326,1.18712
327,1.187
328,1.18689
329,1.18677
330,1.18666
331,1.18654
332,1.18643
333,1.18631
334,1.1862
335,1.18608
336,1.18597
337,1.18586
338,1.18574
339,1.18563
340,1.18551
341,1.1854
342,1.18528
343,1.18517
344,1.18505
345,1.18494
346,1.18482
347,1.18471
348,1.18459
349,1.18448
350,1.18436
351,1.18425
352,1.18414
353,1.18402
354,1.18391
355,1.18379
356,1.18368
357,1.18356
358,1.18345
359,1.18333
360,1.18322
361,1.1831
362,1.18299
363,1.18288
364,1.18276
365,1.18265
366,1.18253
367,1.18242
368,1.1823
369,1.18219
370,1.18207
371,1.18196
372,1.18185
373,1.18173
374,1.18162
375,1.1815
376,1.18139
377,1.18127
378,1.18116
379,1.18104
380,1.18093
381,1.18082
382,1.1807
383,1.18059
384,1.18047
385,1.18036
386,1.18024
387,1.18013
388,1.18002
389,1.1799
390,1.17979
391,1.17967
392,1.17956
393,1.17944
394,1.17933
395,1.17922
396,1.1791
397,1.17899
398,1.17887
399,1.17876
400,1.17864
401,1.17853
402,1.17842
403,1.1783
404,1.17819
405,1.17807
406,1.17796
407,1.17785
408,1.17773
409,1.17762
410,1.1775
411,1.17739
412,1.17728
413,1.17716
414,1.17705
415,1.17693
416,1.17682
417,1.17671
418,1.17659
419,1.17648
420,1.17636
421,1.17625
422,1.17613
423,1.17602
424,1.17591
425,1.17579
426,1.17568
427,1.17557
428,1.17545
429,1.17534
430,1.17522
431,1.17511
432,1.175
433,1.17488
434,1.17477
435,1.17465
436,1.17454
437,1.17443
438,1.17431
439,1.1742
440,1.17408
441,1.17397
442,1.17386
443,1.17374
444,1.17363
445,1.17352
446,1.1734
447,1.17329
448,1.17317
449,1.17306
450,1.17295
451,1.17283
452,1.17272
453,1.17261
454,1.17249
455,1.17238
456,1.17226
457,1.17215
458,1.17204
459,1.17192
460,1.17181
461,1.1717
462,1.17158
463,1.17147
464,1.17135
465,1.17124
466,1.17113
467,1.17101
468,1.1709
469,1.17079
470,1.17067
471,1.17056
472,1.17045
473,1.17033
474,1.17022
475,1.1701
476,1.16999
477,1.16988
478,1.16976
479,1.16965
480,1.16954
481,1.16942
482,1.16931
483,1.1692
484,1.16908
485,1.16897
486,1.16886
487,1.16874
488,1.16863
489,1.16852
490,1.1684
491,1.16829
492,1.16818
493,1.16806
494,1.16795
495,1.16784
496,1.16772
497,1.16761
498,1.1675
499,1.16738
500,1.16727
501,1.16716
502,1.16704
503,1.16693
504,1.16682
505,1.1667
506,1.16659
507,1.16648
508,1.16636
509,1.16625
510,1.16614
511,1.16602
512,1.16591
513,1.1658
514,1.16568
515,1.16557
516,1.16546
517,1.16534
518,1.16523
519,1.16512
520,1.165
521,1.16489
522,1.16478
523,1.16466
524,1.16455
525,1.16444
526,1.16432
527,1.16421
528,1.1641
529,1.16399
530,1.16387
531,1.16376
532,1.16365
533,1.16353
534,1.16342
535,1.16331
536,1.16319
537,1.16308
538,1.16297
539,1.16286
540,1.16274
541,1.16263
542,1.16252
543,1.1624
544,1.16229
545,1.16218
546,1.16206
547,1.16195
548,1.16184
549,1.16173
550,1.16161
551,1.1615
552,1.16139
553,1.16127
554,1.16116
555,1.16105
556,1.16094
557,1.16082
558,1.16071
559,1.1606
560,1.16048
561,1.16037
562,1.16026
563,1.16015
564,1.16003
565,1.15992
566,1.15981
567,1.15969
568,1.15958
569,1.15947
570,1.15936
571,1.15924
572,1.15913
573,1.15902
574,1.1589
575,1.15879
576,1.15868
577,1.15857
578,1.15845
579,1.15834
580,1.15823
581,1.15812
582,1.158
583,1.15789
584,1.15778
585,1.15767
586,1.15755
587,1.15744
588,1.15733
589,1.15721
590,1.1571
591,1.15699
592,1.15688
593,1.15676
594,1.15665
595,1.15654
596,1.15643
597,1.15631
598,1.1562
599,1.15609
600,1.15598
601,1.15586
602,1.15575
603,1.15564
604,1.15553
605,1.15541
606,1.1553
607,1.15519
608,1.15508
609,1.15496
610,1.15485
611,1.15474
612,1.15463
613,1.15452
614,1.1544
615,1.15429
616,1.15418
617,1.15407
618,1.15395
619,1.15384
620,1.15373
621,1.15362
622,1.1535
623,1.15339
624,1.15328
625,1.15317
626,1.15305
627,1.15294
628,1.15283
629,1.15272
630,1.15261
631,1.15249
632,1.15238
633,1.15227
634,1.15216
635,1.15204
636,1.15193
637,1.15182
638,1.15171
639,1.1516
640,1.15148
641,1.15137
642,1.15126
643,1.15115
644,1.15104
645,1.15092
646,1.15081
647,1.1507
648,1.15059
649,1.15047
650,1.15036
651,1.15025
652,1.15014
653,1.15003
654,1.14991
655,1.1498
656,1.14969
657,1.14958
658,1.14947
659,1.14935
660,1.14924
661,1.14913
662,1.14902
663,1.14891
664,1.14879
665,1.14868
666,1.14857
667,1.14846
668,1.14835
669,1.14823
670,1.14812
671,1.14801
672,1.1479
673,1.14779
674,1.14767
675,1.14756
676,1.14745
677,1.14734
678,1.14723
679,1.14712
680,1.147
681,1.14689
682,1.14678
683,1.14667
684,1.14656
685,1.14644
686,1.14633
687,1.14622
688,1.14611
689,1.146
690,1.14589
691,1.14577
692,1.14566
693,1.14555
694,1.14544
695,1.14533
696,1.14522
697,1.1451
698,1.14499
699,1.14488
700,1.14477
701,1.14466
702,1.14455
703,1.14443
704,1.14432
705,1.14421
706,1.1441
707,1.14399
708,1.14388
709,1.14376
710,1.14365
711,1.14354
712,1.14343
713,1.14332
714,1.14321
715,1.14309
716,1.14298
717,1.14287
718,1.14276
719,1.14265
720,1.14254
721,1.14243
722,1.14231
723,1.1422
724,1.14209
725,1.14198
726,1.14187
727,1.14176
728,1.14165
729,1.14153
730,1.14142
731,1.14131
732,1.1412
733,1.14109
734,1.14098
735,1.14087
736,1.14075
737,1.14064
738,1.14053
739,1.14042
740,1.14031
741,1.1402
742,1.14009
743,1.13997
744,1.13986
745,1.13975
746,1.13964
747,1.13953
748,1.13942
749,1.13931
750,1.1392
751,1.13908
752,1.13897
753,1.13886
754,1.13875
755,1.13864
756,1.13853
757,1.13842
758,1.13831
759,1.1382
760,1.13808
761,1.13797
762,1.13786
763,1.13775
764,1.13764
765,1.13753
766,1.13742
767,1.13731
768,1.13719
769,1.13708
770,1.13697
771,1.13686
772,1.13675
773,1.13664
774,1.13653
775,1.13642
776,1.13631
777,1.1362
778,1.13608
779,1.13597
780,1.13586
781,1.13575
782,1.13564
783,1.13553
784,1.13542
785,1.13531
786,1.1352
787,1.13509
788,1.13497
789,1.13486
790,1.13475
791,1.13464
792,1.13453
793,1.13442
794,1.13431
795,1.1342
796,1.13409
797,1.13398
798,1.13387
799,1.13375
800,1.13364
801,1.13353
802,1.13342
803,1.13331
804,1.1332
805,1.13309
806,1.13298
807,1.13287
808,1.13276
809,1.13265
810,1.13254
811,1.13243
812,1.13231
813,1.1322
814,1.13209
815,1.13198
816,1.13187
817,1.13176
818,1.13165
819,1.13154
820,1.13143
821,1.13132
822,1.13121
823,1.1311
824,1.13099
825,1.13088
826,1.13077
827,1.13065
828,1.13054
829,1.13043
830,1.13032
831,1.13021
832,1.1301
833,1.12999
834,1.12988
835,1.12977
836,1.12966
837,1.12955
838,1.12944
839,1.12933
840,1.12922
841,1.12911
842,1.129
843,1.12889
844,1.12878
845,1.12866
846,1.12855
847,1.12844
848,1.12833
849,1.12822
850,1.12811
851,1.128
852,1.12789
853,1.12778
854,1.12767
855,1.12756
856,1.12745
857,1.12734
858,1.12723
859,1.12712
860,1.12701
861,1.1269
862,1.12679
863,1.12668
864,1.12657
865,1.12646
866,1.12635
867,1.12624
868,1.12613
869,1.12602
870,1.12591
871,1.1258
872,1.12569
873,1.12558
874,1.12546
875,1.12535
876,1.12524
877,1.12513
878,1.12502
879,1.12491
880,1.1248
881,1.12469
882,1.12458
883,1.12447
884,1.12436
885,1.12425
886,1.12414
887,1.12403
888,1.12392
889,1.12381
890,1.1237
891,1.12359
892,1.12348
893,1.12337
894,1.12326
895,1.12315
896,1.12304
897,1.12293
898,1.12282
899,1.12271
900,1.1226
901,1.12249
902,1.12238
903,1.12227
904,1.12216
905,1.12205
906,1.12194
907,1.12183
908,1.12172
909,1.12161
910,1.1215
911,1.12139
912,1.12128
913,1.12117
914,1.12106
915,1.12095
916,1.12084
917,1.12073
918,1.12062
919,1.12051
920,1.1204
921,1.12029
922,1.12018
923,1.12007
924,1.11996
925,1.11985
926,1.11974
927,1.11963
928,1.11953
929,1.11942
930,1.11931
931,1.1192
932,1.11909
933,1.11898
934,1.11887
935,1.11876
936,1.11865
937,1.11854
938,1.11843
939,1.11832
940,1.11821
941,1.1181
942,1.11799
943,1.11788
944,1.11777
945,1.11766
946,1.11755
947,1.11744
948,1.11733
949,1.11722
950,1.11711
951,1.117
952,1.11689
953,1.11678
954,1.11667
955,1.11656
956,1.11645
957,1.11635
958,1.11624
959,1.11613
960,1.11602
961,1.11591
962,1.1158
963,1.11569
964,1.11558
965,1.11547
966,1.11536
967,1.11525
968,1.11514
969,1.11503
970,1.11492
971,1.11481
972,1.1147
973,1.11459
974,1.11448
975,1.11437
976,1.11427
977,1.11416
978,1.11405
979,1.11394
980,1.11383
981,1.11372
982,1.11361
983,1.1135
984,1.11339
985,1.11328
986,1.11317
987,1.11306
988,1.11295
989,1.11284
990,1.11273
991,1.11263
992,1.11252
993,1.11241
994,1.1123
995,1.11219
996,1.11208
997,1.11197
998,1.11186
999,1.11175
1000,1.11164
1001,1.11153
1002,1.11142
1003,1.11132
1004,1.11121
1005,1.1111
1006,1.11099
1007,1.11088
1008,1.11077
1009,1.11066
1010,1.11055
1011,1.11044
1012,1.11033
1013,1.11022
1014,1.11011
1015,1.11001
1016,1.1099
1017,1.10979
1018,1.10968
1019,1.10957
1020,1.10946
1021,1.10935
1022,1.10924
1023,1.10913
1024,1.10902
1025,1.10892
1026,1.10881
1027,1.1087
1028,1.10859
1029,1.10848
1030,1.10837
1031,1.10826
1032,1.10815
1033,1.10804
1034,1.10794
1035,1.10783
1036,1.10772
1037,1.10761
1038,1.1075
1039,1.10739
1040,1.10728
1041,1.10717
1042,1.10706
1043,1.10696
1044,1.10685
1045,1.10674
1046,1.10663
1047,1.10652
1048,1.10641
1049,1.1063
1050,1.10619
1051,1.10608
1052,1.10598
1053,1.10587
1054,1.10576
1055,1.10565
1056,1.10554
1057,1.10543
1058,1.10532
1059,1.10522
1060,1.10511
1061,1.105
1062,1.10489
1063,1.10478
1064,1.10467
1065,1.10456
1066,1.10445
1067,1.10435
1068,1.10424
1069,1.10413
1070,1.10402
1071,1.10391
1072,1.1038
1073,1.10369
1074,1.10359
1075,1.10348
1076,1.10337
1077,1.10326
1078,1.10315
1079,1.10304
1080,1.10293
1081,1.10283
1082,1.10272
1083,1.10261
1084,1.1025
1085,1.10239
1086,1.10228
1087,1.10217
1088,1.10207
1089,1.10196
1090,1.10185
1091,1.10174
1092,1.10163
1093,1.10152
1094,1.10142
1095,1.10131
1096,1.1012
1097,1.10109
1098,1.10098
1099,1.10087
1100,1.10077
1101,1.10066
1102,1.10055
1103,1.10044
1104,1.10033
1105,1.10022
1106,1.10012
1107,1.10001
1108,1.0999
1109,1.09979
1110,1.09968
1111,1.09957
1112,1.09947
1113,1.09936
1114,1.09925
1115,1.09914
1116,1.09903
1117,1.09892
1118,1.09882
1119,1.09871
1120,1.0986
1121,1.09849
1122,1.09838
1123,1.09827
1124,1.09817
1125,1.09806
1126,1.09795
1127,1.09784
1128,1.09773
1129,1.09763
1130,1.09752
1131,1.09741
1132,1.0973
1133,1.09719
1134,1.09709
1135,1.09698
1136,1.09687
1137,1.09676
1138,1.09665
1139,1.09655
1140,1.09644
1141,1.09633
1142,1.09622
1143,1.09611
1144,1.096
1145,1.0959
1146,1.09579
1147,1.09568
1148,1.09557
1149,1.09547
1150,1.09536
1151,1.09525
1152,1.09514
1153,1.09503
1154,1.09493
1155,1.09482
1156,1.09471
1157,1.0946
1158,1.09449
1159,1.09439
1160,1.09428
1161,1.09417
1162,1.09406
1163,1.09395
1164,1.09385
1165,1.09374
1166,1.09363
1167,1.09352
1168,1.09342
1169,1.09331
1170,1.0932
1171,1.09309
1172,1.09298
1173,1.09288
1174,1.09277
1175,1.09266
1176,1.09255
1177,1.09245
1178,1.09234
1179,1.09223
1180,1.09212
1181,1.09201
1182,1.09191
1183,1.0918
1184,1.09169
1185,1.09158
1186,1.09148
1187,1.09137
1188,1.09126
1189,1.09115
1190,1.09105
1191,1.09094
1192,1.09083
1193,1.09072
1194,1.09061
1195,1.09051
1196,1.0904
1197,1.09029
1198,1.09018
1199,1.09008
1200,1.08997
1201,1.08986
1202,1.08975
1203,1.08965
1204,1.08954
1205,1.08943
1206,1.08932
1207,1.08922
1208,1.08911
1209,1.089
1210,1.08889
1211,1.08879
1212,1.08868
1213,1.08857
1214,1.08846
1215,1.08836
1216,1.08825
1217,1.08814
1218,1.08803
1219,1.08793
1220,1.08782
1221,1.08771
1222,1.08761
1223,1.0875
1224,1.08739
1225,1.08728
1226,1.08718
1227,1.08707
1228,1.08696
1229,1.08685
1230,1.08675
1231,1.08664
1232,1.08653
1233,1.08642
1234,1.08632
1235,1.08621
1236,1.0861
1237,1.086
1238,1.08589
1239,1.08578
1240,1.08567
1241,1.08557
1242,1.08546
1243,1.08535
1244,1.08524
1245,1.08514
1246,1.08503
1247,1.08492
1248,1.08482
1249,1.08471
1250,1.0846
1251,1.08449
1252,1.08439
1253,1.08428
1254,1.08417
1255,1.08407
1256,1.08396
1257,1.08385
1258,1.08375
1259,1.08364
1260,1.08353
1261,1.08342
1262,1.08332
1263,1.08321
1264,1.0831
1265,1.083
1266,1.08289
1267,1.08278
1268,1.08267
1269,1.08257
1270,1.08246
1271,1.08235
1272,1.08225
1273,1.08214
1274,1.08203
1275,1.08193
1276,1.08182
1277,1.08171
1278,1.08161
1279,1.0815
1280,1.08139
1281,1.08128
1282,1.08118
1283,1.08107
1284,1.08096
1285,1.08086
1286,1.08075
1287,1.08064
1288,1.08054
1289,1.08043
1290,1.08032
1291,1.08022
1292,1.08011
1293,1.08
1294,1.0799
1295,1.07979
1296,1.07968
1297,1.07957
1298,1.07947
1299,1.07936
1300,1.07925
1301,1.07915
1302,1.07904
1303,1.07893
1304,1.07883
1305,1.07872
1306,1.07861
1307,1.07851
1308,1.0784
1309,1.07829
1310,1.07819
1311,1.07808
1312,1.07797
1313,1.07787
1314,1.07776
1315,1.07765
1316,1.07755
1317,1.07744
1318,1.07733
1319,1.07723
1320,1.07712
1321,1.07701
1322,1.07691
1323,1.0768
1324,1.0767
1325,1.07659
1326,1.07648
1327,1.07638
1328,1.07627
1329,1.07616
1330,1.07606
1331,1.07595
1332,1.07584
1333,1.07574
1334,1.07563
1335,1.07552
1336,1.07542
1337,1.07531
1338,1.0752
1339,1.0751
1340,1.07499
1341,1.07489
1342,1.07478
1343,1.07467
1344,1.07457
1345,1.07446
1346,1.07435
1347,1.07425
1348,1.07414
1349,1.07403
1350,1.07393
1351,1.07382
1352,1.07372
1353,1.07361
1354,1.0735
1355,1.0734
1356,1.07329
1357,1.07318
1358,1.07308
1359,1.07297
1360,1.07286
1361,1.07276
1362,1.07265
1363,1.07255
1364,1.07244
1365,1.07233
1366,1.07223
1367,1.07212
1368,1.07201
1369,1.07191
1370,1.0718
1371,1.0717
1372,1.07159
1373,1.07148
1374,1.07138
1375,1.07127
1376,1.07117
1377,1.07106
1378,1.07095
1379,1.07085
1380,1.07074
1381,1.07064
1382,1.07053
1383,1.07042
1384,1.07032
1385,1.07021
1386,1.0701
1387,1.07
1388,1.06989
1389,1.06979
1390,1.06968
1391,1.06957
1392,1.06947
1393,1.06936
1394,1.06926
1395,1.06915
1396,1.06904
1397,1.06894
1398,1.06883
1399,1.06873
1400,1.06862
1401,1.06851
1402,1.06841
1403,1.0683
1404,1.0682
1405,1.06809
1406,1.06799
1407,1.06788
1408,1.06777
1409,1.06767
1410,1.06756
1411,1.06746
1412,1.06735
1413,1.06724
1414,1.06714
1415,1.06703
1416,1.06693
1417,1.06682
1418,1.06672
1419,1.06661
1420,1.0665
1421,1.0664
1422,1.06629
1423,1.06619
1424,1.06608
1425,1.06597
1426,1.06587
1427,1.06576
1428,1.06566
1429,1.06555
1430,1.06545
1431,1.06534
1432,1.06524
1433,1.06513
1434,1.06502
1435,1.06492
1436,1.06481
1437,1.06471
1438,1.0646
1439,1.0645
1440,1.06439
1441,1.06428
1442,1.06418
1443,1.06407
1444,1.06397
1445,1.06386
1446,1.06376
1447,1.06365
1448,1.06355
1449,1.06344
1450,1.06333
1451,1.06323
1452,1.06312
1453,1.06302
1454,1.06291
1455,1.06281
1456,1.0627
1457,1.0626
1458,1.06249
1459,1.06238
1460,1.06228
1461,1.06217
1462,1.06207
1463,1.06196
1464,1.06186
1465,1.06175
1466,1.06165
1467,1.06154
1468,1.06144
1469,1.06133
1470,1.06123
1471,1.06112
1472,1.06101
1473,1.06091
1474,1.0608
1475,1.0607
1476,1.06059
1477,1.06049
1478,1.06038
1479,1.06028
1480,1.06017
1481,1.06007
1482,1.05996
1483,1.05986
1484,1.05975
1485,1.05965
1486,1.05954
1487,1.05943
1488,1.05933
1489,1.05922
1490,1.05912
1491,1.05901
1492,1.05891
1493,1.0588
1494,1.0587
1495,1.05859
1496,1.05849
1497,1.05838
1498,1.05828
1499,1.05817
1500,1.05807
1501,1.05796
1502,1.05786
1503,1.05775
1504,1.05765
1505,1.05754
1506,1.05744
1507,1.05733
1508,1.05723
1509,1.05712
1510,1.05702
1511,1.05691
1512,1.05681
1513,1.0567
1514,1.0566
1515,1.05649
1516,1.05639
1517,1.05628
1518,1.05618
1519,1.05607
1520,1.05597
1521,1.05586
1522,1.05576
1523,1.05565
1524,1.05555
1525,1.05544
1526,1.05534
1527,1.05523
1528,1.05513
1529,1.05502
1530,1.05492
1531,1.05481
1532,1.05471
1533,1.0546
1534,1.0545
1535,1.05439
1536,1.05429
1537,1.05418
1538,1.05408
1539,1.05397
1540,1.05387
1541,1.05376
1542,1.05366
1543,1.05355
1544,1.05345
1545,1.05334
1546,1.05324
1547,1.05313
1548,1.05303
1549,1.05293
1550,1.05282
1551,1.05272
1552,1.05261
1553,1.05251
1554,1.0524
1555,1.0523
1556,1.05219
1557,1.05209
1558,1.05198
1559,1.05188
1560,1.05177
1561,1.05167
1562,1.05156
1563,1.05146
1564,1.05136
1565,1.05125
1566,1.05115
1567,1.05104
1568,1.05094
1569,1.05083
1570,1.05073
1571,1.05062
1572,1.05052
1573,1.05041
1574,1.05031
1575,1.0502
1576,1.0501
1577,1.05
1578,1.04989
1579,1.04979
1580,1.04968
1581,1.04958
1582,1.04947
1583,1.04937
1584,1.04926
1585,1.04916
1586,1.04906
1587,1.04895
1588,1.04885
1589,1.04874
1590,1.04864
1591,1.04853
1592,1.04843
1593,1.04832
1594,1.04822
1595,1.04812
1596,1.04801
1597,1.04791
1598,1.0478
1599,1.0477
1600,1.04759
1601,1.04749
1602,1.04739
1603,1.04728
1604,1.04718
1605,1.04707
1606,1.04697
1607,1.04686
1608,1.04676
1609,1.04666
1610,1.04655
1611,1.04645
1612,1.04634
1613,1.04624
1614,1.04613
1615,1.04603
1616,1.04593
1617,1.04582
1618,1.04572
1619,1.04561
1620,1.04551
1621,1.0454
1622,1.0453
1623,1.0452
1624,1.04509
1625,1.04499
1626,1.04488
1627,1.04478
1628,1.04468
1629,1.04457
1630,1.04447
1631,1.04436
1632,1.04426
1633,1.04415
1634,1.04405
1635,1.04395
1636,1.04384
1637,1.04374
1638,1.04363
1639,1.04353
1640,1.04343
1641,1.04332
1642,1.04322
1643,1.04311
1644,1.04301
1645,1.04291
1646,1.0428
1647,1.0427
1648,1.04259
1649,1.04249
1650,1.04239
1651,1.04228
1652,1.04218
1653,1.04208
1654,1.04197
1655,1.04187
1656,1.04176
1657,1.04166
1658,1.04156
1659,1.04145
1660,1.04135
1661,1.04124
1662,1.04114
1663,1.04104
1664,1.04093
1665,1.04083
1666,1.04072
1667,1.04062
1668,1.04052
1669,1.04041
1670,1.04031
1671,1.04021
1672,1.0401
1673,1.04
1674,1.03989
1675,1.03979
1676,1.03969
1677,1.03958
1678,1.03948
1679,1.03938
1680,1.03927
1681,1.03917
1682,1.03906
1683,1.03896
1684,1.03886
1685,1.03875
1686,1.03865
1687,1.03855
1688,1.03844
1689,1.03834
1690,1.03824
1691,1.03813
1692,1.03803
1693,1.03792
1694,1.03782
1695,1.03772
1696,1.03761
1697,1.03751
1698,1.03741
1699,1.0373
1700,1.0372
1701,1.0371
1702,1.03699
1703,1.03689
1704,1.03679
1705,1.03668
1706,1.03658
1707,1.03648
1708,1.03637
1709,1.03627
1710,1.03616
1711,1.03606
1712,1.03596
1713,1.03585
1714,1.03575
1715,1.03565
1716,1.03554
1717,1.03544
1718,1.03534
1719,1.03523
1720,1.03513
1721,1.03503
1722,1.03492
1723,1.03482
1724,1.03472
1725,1.03461
1726,1.03451
1727,1.03441
1728,1.0343
1729,1.0342
1730,1.0341
1731,1.03399
1732,1.03389
1733,1.03379
1734,1.03368
1735,1.03358
1736,1.03348
1737,1.03337
1738,1.03327
1739,1.03317
1740,1.03306
1741,1.03296
1742,1.03286
1743,1.03275
1744,1.03265
1745,1.03255
1746,1.03245
1747,1.03234
1748,1.03224
1749,1.03214
1750,1.03203
1751,1.03193
1752,1.03183
1753,1.03172
1754,1.03162
1755,1.03152
1756,1.03141
1757,1.03131
1758,1.03121
1759,1.0311
1760,1.031
1761,1.0309
1762,1.0308
1763,1.03069
1764,1.03059
1765,1.03049
1766,1.03038
1767,1.03028
1768,1.03018
1769,1.03007
1770,1.02997
1771,1.02987
1772,1.02976
1773,1.02966
1774,1.02956
1775,1.02946
1776,1.02935
1777,1.02925
1778,1.02915
1779,1.02904
1780,1.02894
1781,1.02884
1782,1.02874
1783,1.02863
1784,1.02853
1785,1.02843
1786,1.02832
1787,1.02822
1788,1.02812
1789,1.02802
1790,1.02791
1791,1.02781
1792,1.02771
1793,1.0276
1794,1.0275
1795,1.0274
1796,1.0273
1797,1.02719
1798,1.02709
1799,1.02699
1800,1.02688
1801,1.02678
1802,1.02668
1803,1.02658
1804,1.02647
1805,1.02637
1806,1.02627
1807,1.02617
1808,1.02606
1809,1.02596
1810,1.02586
1811,1.02575
1812,1.02565
1813,1.02555
1814,1.02545
1815,1.02534
1816,1.02524
1817,1.02514
1818,1.02504
1819,1.02493
1820,1.02483
1821,1.02473
1822,1.02463
1823,1.02452
1824,1.02442
1825,1.02432
1826,1.02422
1827,1.02411
1828,1.02401
1829,1.02391
1830,1.02381
1831,1.0237
1832,1.0236
1833,1.0235
1834,1.0234
1835,1.02329
1836,1.02319
1837,1.02309
1838,1.02299
1839,1.02288
1840,1.02278
1841,1.02268
1842,1.02258
1843,1.02247
1844,1.02237
1845,1.02227
1846,1.02217
1847,1.02206
1848,1.02196
1849,1.02186
1850,1.02176
1851,1.02165
1852,1.02155
1853,1.02145
1854,1.02135
1855,1.02124
1856,1.02114
1857,1.02104
1858,1.02094
1859,1.02084
1860,1.02073
1861,1.02063
1862,1.02053
1863,1.02043
1864,1.02032
1865,1.02022
1866,1.02012
1867,1.02002
1868,1.01992
1869,1.01981
1870,1.01971
1871,1.01961
1872,1.01951
1873,1.0194
1874,1.0193
1875,1.0192
1876,1.0191
1877,1.019
1878,1.01889
1879,1.01879
1880,1.01869
1881,1.01859
1882,1.01849
1883,1.01838
1884,1.01828
1885,1.01818
1886,1.01808
1887,1.01797
1888,1.01787
1889,1.01777
1890,1.01767
1891,1.01757
1892,1.01746
1893,1.01736
1894,1.01726
1895,1.01716
1896,1.01706
1897,1.01695
1898,1.01685
1899,1.01675
1900,1.01665
1901,1.01655
1902,1.01644
1903,1.01634
1904,1.01624
1905,1.01614
1906,1.01604
1907,1.01593
1908,1.01583
1909,1.01573
1910,1.01563
1911,1.01553
1912,1.01543
1913,1.01532
1914,1.01522
1915,1.01512
1916,1.01502
1917,1.01492
1918,1.01481
1919,1.01471
1920,1.01461
1921,1.01451
1922,1.01441
1923,1.01431
1924,1.0142
1925,1.0141
1926,1.014
1927,1.0139
1928,1.0138
1929,1.01369
1930,1.01359
1931,1.01349
1932,1.01339
1933,1.01329
1934,1.01319
1935,1.01308
1936,1.01298
1937,1.01288
1938,1.01278
1939,1.01268
1940,1.01258
1941,1.01247
1942,1.01237
1943,1.01227
1944,1.01217
1945,1.01207
1946,1.01197
1947,1.01186
1948,1.01176
1949,1.01166
1950,1.01156
1951,1.01146
1952,1.01136
1953,1.01125
1954,1.01115
1955,1.01105
1956,1.01095
1957,1.01085
1958,1.01075
1959,1.01065
1960,1.01054
1961,1.01044
1962,1.01034
1963,1.01024
1964,1.01014
1965,1.01004
1966,1.00994
1967,1.00983
1968,1.00973
1969,1.00963
1970,1.00953
1971,1.00943
1972,1.00933
1973,1.00923
1974,1.00912
1975,1.00902
1976,1.00892
1977,1.00882
1978,1.00872
1979,1.00862
1980,1.00852
1981,1.00841
1982,1.00831
1983,1.00821
1984,1.00811
1985,1.00801
1986,1.00791
1987,1.00781
1988,1.00771
1989,1.0076
1990,1.0075
1991,1.0074
1992,1.0073
1993,1.0072
1994,1.0071
1995,1.007
1996,1.0069
1997,1.00679
1998,1.00669
1999,1.00659
2000,1.00649
2001,1.00639
2002,1.00629
2003,1.00619
2004,1.00609
2005,1.00598
2006,1.00588
2007,1.00578
2008,1.00568
2009,1.00558
2010,1.00548
2011,1.00538
2012,1.00528
2013,1.00518
2014,1.00507
2015,1.00497
2016,1.00487
2017,1.00477
2018,1.00467
2019,1.00457
2020,1.00447
2021,1.00437
2022,1.00427
2023,1.00416
2024,1.00406
2025,1.00396
2026,1.00386
2027,1.00376
2028,1.00366
2029,1.00356
2030,1.00346
2031,1.00336
2032,1.00326
2033,1.00316
2034,1.00305
2035,1.00295
2036,1.00285
2037,1.00275
2038,1.00265
2039,1.00255
2040,1.00245
2041,1.00235
2042,1.00225
2043,1.00215
2044,1.00205
2045,1.00194
