Altitude (m),Air density (kg/m3)
39609,0.00407973
39610,0.00407912
39611,0.00407852
39612,0.00407792
39613,0.00407731
39614,0.00407671
39615,0.00407611
39616,0.00407551
39617,0.0040749
39618,0.0040743
39619,0.0040737
39620,0.0040731
39621,0.00407249
39622,0.00407189
39623,0.00407129
39624,0.00407069
39625,0.00407009
39626,0.00406948
39627,0.00406888
39628,0.00406828
39629,0.00406768
39630,0.00406708
39631,0.00406648
39632,0.00406588
39633,0.00406527
39634,0.00406467
39635,0.00406407
39636,0.00406347
39637,0.00406287
39638,0.00406227
39639,0.00406167
39640,0.00406107
39641,0.00406047
39642,0.00405987
39643,0.00405927
39644,0.00405867
39645,0.00405807
39646,0.00405747
39647,0.00405687
39648,0.00405627
39649,0.00405567
39650,0.00405507
39651,0.00405447
39652,0.00405387
39653,0.00405327
39654,0.00405267
39655,0.00405208
39656,0.00405148
39657,0.00405088
39658,0.00405028
39659,0.00404968
39660,0.00404908
39661,0.00404848
39662,0.00404789
39663,0.00404729
39664,0.00404669
39665,0.00404609
39666,0.00404549
39667,0.0040449
39668,0.0040443
39669,0.0040437
39670,0.0040431
39671,0.0040425
39672,0.00404191
39673,0.00404131
39674,0.00404071
39675,0.00404012
39676,0.00403952
39677,0.00403892
39678,0.00403833
39679,0.00403773
39680,0.00403713
39681,0.00403654
39682,0.00403594
39683,0.00403534
39684,0.00403475
39685,0.00403415
39686,0.00403355
39687,0.00403296
39688,0.00403236
39689,0.00403177
39690,0.00403117
39691,0.00403058
39692,0.00402998
39693,0.00402939
39694,0.00402879
39695,0.00402819
39696,0.0040276
39697,0.004027
39698,0.00402641
39699,0.00402582
39700,0.00402522
39701,0.00402463
39702,0.00402403
39703,0.00402344
39704,0.00402284
39705,0.00402225
39706,0.00402165
39707,0.00402106
39708,0.00402047
39709,0.00401987
39710,0.00401928
39711,0.00401869
39712,0.00401809
39713,0.0040175
39714,0.0040169
39715,0.00401631
39716,0.00401572
39717,0.00401513
39718,0.00401453
39719,0.00401394
39720,0.00401335
39721,0.00401275
39722,0.00401216
39723,0.00401157
39724,0.00401098
39725,0.00401038
39726,0.00400979
39727,0.0040092
39728,0.00400861
39729,0.00400802
39730,0.00400742
39731,0.00400683
39732,0.00400624
39733,0.00400565
39734,0.00400506
39735,0.00400447
39736,0.00400387
39737,0.00400328
39738,0.00400269
39739,0.0040021
39740,0.00400151
39741,0.00400092
39742,0.00400033
39743,0.00399974
39744,0.00399915
39745,0.00399856
39746,0.00399797
39747,0.00399738
39748,0.00399679
39749,0.0039962
39750,0.00399561
39751,0.00399502
39752,0.00399443
39753,0.00399384
39754,0.00399325
39755,0.00399266
39756,0.00399207
39757,0.00399148
39758,0.00399089
39759,0.0039903
39760,0.00398971
39761,0.00398912
39762,0.00398853
39763,0.00398795
39764,0.00398736
39765,0.00398677
39766,0.00398618
39767,0.00398559
39768,0.003985
39769,0.00398441
39770,0.00398383
39771,0.00398324
39772,0.00398265
39773,0.00398206
39774,0.00398147
39775,0.00398089
39776,0.0039803
39777,0.00397971
39778,0.00397912
39779,0.00397854
39780,0.00397795
39781,0.00397736
39782,0.00397678
39783,0.00397619
39784,0.0039756
39785,0.00397502
39786,0.00397443
39787,0.00397384
39788,0.00397326
39789,0.00397267
39790,0.00397208
39791,0.0039715
39792,0.00397091
39793,0.00397033
39794,0.00396974
39795,0.00396915
39796,0.00396857
39797,0.00396798
39798,0.0039674
39799,0.00396681
39800,0.00396623
39801,0.00396564
39802,0.00396506
39803,0.00396447
39804,0.00396389
39805,0.0039633
39806,0.00396272
39807,0.00396213
39808,0.00396155
39809,0.00396096
39810,0.00396038
39811,0.00395979
39812,0.00395921
39813,0.00395863
39814,0.00395804
39815,0.00395746
39816,0.00395687
39817,0.00395629
39818,0.00395571
39819,0.00395512
39820,0.00395454
39821,0.00395396
39822,0.00395337
39823,0.00395279
39824,0.00395221
39825,0.00395162
39826,0.00395104
39827,0.00395046
39828,0.00394988
39829,0.00394929
39830,0.00394871
39831,0.00394813
39832,0.00394755
39833,0.00394696
39834,0.00394638
39835,0.0039458
39836,0.00394522
39837,0.00394463
39838,0.00394405
39839,0.00394347
39840,0.00394289
39841,0.00394231
39842,0.00394173
39843,0.00394115
39844,0.00394056
39845,0.00393998
39846,0.0039394
39847,0.00393882
39848,0.00393824
39849,0.00393766
39850,0.00393708
39851,0.0039365
39852,0.00393592
39853,0.00393534
39854,0.00393476
39855,0.00393418
39856,0.0039336
39857,0.00393302
39858,0.00393244
39859,0.00393186
39860,0.00393128
39861,0.0039307
39862,0.00393012
39863,0.00392954
39864,0.00392896
39865,0.00392838
39866,0.0039278
39867,0.00392722
39868,0.00392664
39869,0.00392606
39870,0.00392548
39871,0.00392491
39872,0.00392433
39873,0.00392375
39874,0.00392317
39875,0.00392259
39876,0.00392201
39877,0.00392143
39878,0.00392086
39879,0.00392028
39880,0.0039197
39881,0.00391912
39882,0.00391855
39883,0.00391797
39884,0.00391739
39885,0.00391681
39886,0.00391623
39887,0.00391566
39888,0.00391508
39889,0.0039145
39890,0.00391393
39891,0.00391335
39892,0.00391277
39893,0.0039122
39894,0.00391162
39895,0.00391104
39896,0.00391047
39897,0.00390989
39898,0.00390931
39899,0.00390874
39900,0.00390816
39901,0.00390759
39902,0.00390701
39903,0.00390643
39904,0.00390586
39905,0.00390528
39906,0.00390471
39907,0.00390413
39908,0.00390356
39909,0.00390298
39910,0.00390241
39911,0.00390183
39912,0.00390126
39913,0.00390068
39914,0.00390011
39915,0.00389953
39916,0.00389896
39917,0.00389838
39918,0.00389781
39919,0.00389723
39920,0.00389666
39921,0.00389608
39922,0.00389551
39923,0.00389494
39924,0.00389436
39925,0.00389379
39926,0.00389321
39927,0.00389264
39928,0.00389207
39929,0.00389149
39930,0.00389092
39931,0.00389035
39932,0.00388977
39933,0.0038892
39934,0.00388863
39935,0.00388806
39936,0.00388748
39937,0.00388691
39938,0.00388634
39939,0.00388576
39940,0.00388519
39941,0.00388462
39942,0.00388405
39943,0.00388347
39944,0.0038829
39945,0.00388233
39946,0.00388176
39947,0.00388119
39948,0.00388062
39949,0.00388004
39950,0.00387947
39951,0.0038789
39952,0.00387833
39953,0.00387776
39954,0.00387719
39955,0.00387662
39956,0.00387604
39957,0.00387547
39958,0.0038749
39959,0.00387433
39960,0.00387376
39961,0.00387319
39962,0.00387262
39963,0.00387205
39964,0.00387148
39965,0.00387091
39966,0.00387034
39967,0.00386977
39968,0.0038692
39969,0.00386863
39970,0.00386806
39971,0.00386749
39972,0.00386692
39973,0.00386635
39974,0.00386578
39975,0.00386521
39976,0.00386464
39977,0.00386407
39978,0.00386351
39979,0.00386294
39980,0.00386237
39981,0.0038618
39982,0.00386123
39983,0.00386066
39984,0.00386009
39985,0.00385952
39986,0.00385896
39987,0.00385839
39988,0.00385782
39989,0.00385725
39990,0.00385668
39991,0.00385612
39992,0.00385555
39993,0.00385498
39994,0.00385441
39995,0.00385385
39996,0.00385328
39997,0.00385271
39998,0.00385214
39999,0.00385158
40000,0.00385101
40001,0.00385044
40002,0.00384988
40003,0.00384931
40004,0.00384874
40005,0.00384818
40006,0.00384761
40007,0.00384704
40008,0.00384648
40009,0.00384591
40010,0.00384534
40011,0.00384478
40012,0.00384421
40013,0.00384365
40014,0.00384308
40015,0.00384251
40016,0.00384195
40017,0.00384138
40018,0.00384082
40019,0.00384025
40020,0.00383969
40021,0.00383912
40022,0.00383856
40023,0.00383799
40024,0.00383743
40025,0.00383686
40026,0.0038363
40027,0.00383573
40028,0.00383517
40029,0.0038346
40030,0.00383404
40031,0.00383348
40032,0.00383291
40033,0.00383235
40034,0.00383178
40035,0.00383122
40036,0.00383066
40037,0.00383009
40038,0.00382953
40039,0.00382896
40040,0.0038284
40041,0.00382784
40042,0.00382727
40043,0.00382671
40044,0.00382615
40045,0.00382559
40046,0.00382502
40047,0.00382446
40048,0.0038239
40049,0.00382333
40050,0.00382277
40051,0.00382221
40052,0.00382165
40053,0.00382108
40054,0.00382052
40055,0.00381996
40056,0.0038194
40057,0.00381884
40058,0.00381827
40059,0.00381771
40060,0.00381715
40061,0.00381659
40062,0.00381603
40063,0.00381547
40064,0.0038149
40065,0.00381434
40066,0.00381378
40067,0.00381322
40068,0.00381266
40069,0.0038121
40070,0.00381154
40071,0.00381098
40072,0.00381042
40073,0.00380986
40074,0.0038093
40075,0.00380874
40076,0.00380818
40077,0.00380762
40078,0.00380706
40079,0.0038065
40080,0.00380594
40081,0.00380538
40082,0.00380482
40083,0.00380426
40084,0.0038037
40085,0.00380314
40086,0.00380258
40087,0.00380202
40088,0.00380146
40089,0.0038009
40090,0.00380034
40091,0.00379978
40092,0.00379922
40093,0.00379866
40094,0.00379811
40095,0.00379755
40096,0.00379699
40097,0.00379643
40098,0.00379587
40099,0.00379531
40100,0.00379476
40101,0.0037942
40102,0.00379364
40103,0.00379308
40104,0.00379252
40105,0.00379197
40106,0.00379141
40107,0.00379085
40108,0.00379029
40109,0.00378974
40110,0.00378918
40111,0.00378862
40112,0.00378807
40113,0.00378751
40114,0.00378695
40115,0.00378639
40116,0.00378584
40117,0.00378528
40118,0.00378472
40119,0.00378417
40120,0.00378361
40121,0.00378306
40122,0.0037825
40123,0.00378194
40124,0.00378139
40125,0.00378083
40126,0.00378028
40127,0.00377972
40128,0.00377916
40129,0.00377861
40130,0.00377805
40131,0.0037775
40132,0.00377694
40133,0.00377639
40134,0.00377583
40135,0.00377528
40136,0.00377472
40137,0.00377417
40138,0.00377361
40139,0.00377306
40140,0.0037725
40141,0.00377195
40142,0.00377139
40143,0.00377084
40144,0.00377028
40145,0.00376973
40146,0.00376918
40147,0.00376862
40148,0.00376807
40149,0.00376751
40150,0.00376696
40151,0.00376641
40152,0.00376585
40153,0.0037653
40154,0.00376475
40155,0.00376419
40156,0.00376364
40157,0.00376309
40158,0.00376253
40159,0.00376198
40160,0.00376143
40161,0.00376088
40162,0.00376032
40163,0.00375977
40164,0.00375922
40165,0.00375867
40166,0.00375811
40167,0.00375756
40168,0.00375701
40169,0.00375646
40170,0.0037559
40171,0.00375535
40172,0.0037548
40173,0.00375425
40174,0.0037537
40175,0.00375315
40176,0.00375259
40177,0.00375204
40178,0.00375149
40179,0.00375094
40180,0.00375039
40181,0.00374984
40182,0.00374929
40183,0.00374874
40184,0.00374819
40185,0.00374764
40186,0.00374708
40187,0.00374653
40188,0.00374598
40189,0.00374543
40190,0.00374488
40191,0.00374433
40192,0.00374378
40193,0.00374323
40194,0.00374268
40195,0.00374213
40196,0.00374158
40197,0.00374103
40198,0.00374048
40199,0.00373993
40200,0.00373939
40201,0.00373884
40202,0.00373829
40203,0.00373774
40204,0.00373719
40205,0.00373664
40206,0.00373609
40207,0.00373554
40208,0.00373499
40209,0.00373444
40210,0.0037339
40211,0.00373335
40212,0.0037328
40213,0.00373225
40214,0.0037317
40215,0.00373115
40216,0.00373061
40217,0.00373006
40218,0.00372951
40219,0.00372896
40220,0.00372842
40221,0.00372787
40222,0.00372732
40223,0.00372677
40224,0.00372623
40225,0.00372568
40226,0.00372513
40227,0.00372458
40228,0.00372404
40229,0.00372349
40230,0.00372294
40231,0.0037224
40232,0.00372185
40233,0.0037213
40234,0.00372076
40235,0.00372021
40236,0.00371967
40237,0.00371912
40238,0.00371857
40239,0.00371803
40240,0.00371748
40241,0.00371694
40242,0.00371639
40243,0.00371584
40244,0.0037153
40245,0.00371475
40246,0.00371421
40247,0.00371366
40248,0.00371312
40249,0.00371257
40250,0.00371203
40251,0.00371148
40252,0.00371094
40253,0.00371039
40254,0.00370985
40255,0.0037093
40256,0.00370876
40257,0.00370821
40258,0.00370767
40259,0.00370712
40260,0.00370658
40261,0.00370604
40262,0.00370549
40263,0.00370495
40264,0.0037044
40265,0.00370386
40266,0.00370332
40267,0.00370277
40268,0.00370223
40269,0.00370169
40270,0.00370114
40271,0.0037006
40272,0.00370006
40273,0.00369951
40274,0.00369897
40275,0.00369843
40276,0.00369789
40277,0.00369734
40278,0.0036968
40279,0.00369626
40280,0.00369571
40281,0.00369517
40282,0.00369463
40283,0.00369409
40284,0.00369355
40285,0.003693
40286,0.00369246
40287,0.00369192
40288,0.00369138
40289,0.00369084
40290,0.00369029
40291,0.00368975
40292,0.00368921
40293,0.00368867
40294,0.00368813
40295,0.00368759
40296,0.00368705
40297,0.00368651
40298,0.00368596
40299,0.00368542
40300,0.00368488
40301,0.00368434
40302,0.0036838
40303,0.00368326
40304,0.00368272
40305,0.00368218
40306,0.00368164
40307,0.0036811
40308,0.00368056
40309,0.00368002
40310,0.00367948
40311,0.00367894
40312,0.0036784
40313,0.00367786
40314,0.00367732
40315,0.00367678
40316,0.00367624
40317,0.0036757
40318,0.00367516
40319,0.00367462
40320,0.00367409
40321,0.00367355
40322,0.00367301
40323,0.00367247
40324,0.00367193
40325,0.00367139
40326,0.00367085
40327,0.00367031
40328,0.00366978
40329,0.00366924
40330,0.0036687
40331,0.00366816
40332,0.00366762
40333,0.00366709
40334,0.00366655
40335,0.00366601
40336,0.00366547
40337,0.00366493
40338,0.0036644
40339,0.00366386
40340,0.00366332
40341,0.00366278
40342,0.00366225
40343,0.00366171
40344,0.00366117
40345,0.00366064
40346,0.0036601
40347,0.00365956
40348,0.00365903
40349,0.00365849
40350,0.00365795
40351,0.00365742
40352,0.00365688
40353,0.00365634
40354,0.00365581
40355,0.00365527
40356,0.00365474
40357,0.0036542
40358,0.00365366
40359,0.00365313
40360,0.00365259
40361,0.00365206
40362,0.00365152
40363,0.00365099
40364,0.00365045
40365,0.00364991
40366,0.00364938
40367,0.00364884
40368,0.00364831
40369,0.00364777
40370,0.00364724
40371,0.00364671
40372,0.00364617
40373,0.00364564
40374,0.0036451
40375,0.00364457
40376,0.00364403
40377,0.0036435
40378,0.00364296
40379,0.00364243
40380,0.0036419
40381,0.00364136
40382,0.00364083
40383,0.00364029
40384,0.00363976
40385,0.00363923
40386,0.00363869
40387,0.00363816
40388,0.00363763
40389,0.00363709
40390,0.00363656
40391,0.00363603
40392,0.00363549
40393,0.00363496
40394,0.00363443
40395,0.0036339
40396,0.00363336
40397,0.00363283
40398,0.0036323
40399,0.00363177
40400,0.00363123
40401,0.0036307
40402,0.00363017
40403,0.00362964
40404,0.00362911
40405,0.00362857
40406,0.00362804
40407,0.00362751
40408,0.00362698
40409,0.00362645
40410,0.00362592
40411,0.00362538
40412,0.00362485
40413,0.00362432
40414,0.00362379
40415,0.00362326
40416,0.00362273
40417,0.0036222
40418,0.00362167
40419,0.00362114
40420,0.00362061
40421,0.00362007
40422,0.00361954
40423,0.00361901
40424,0.00361848
40425,0.00361795
40426,0.00361742
40427,0.00361689
40428,0.00361636
40429,0.00361583
40430,0.0036153
40431,0.00361477
40432,0.00361424
40433,0.00361371
40434,0.00361319
40435,0.00361266
40436,0.00361213
40437,0.0036116
40438,0.00361107
40439,0.00361054
40440,0.00361001
40441,0.00360948
40442,0.00360895
40443,0.00360842
40444,0.0036079
40445,0.00360737
40446,0.00360684
40447,0.00360631
40448,0.00360578
40449,0.00360525
40450,0.00360473
40451,0.0036042
40452,0.00360367
40453,0.00360314
40454,0.00360261
40455,0.00360209
40456,0.00360156
40457,0.00360103
40458,0.0036005
40459,0.00359998
40460,0.00359945
40461,0.00359892
40462,0.00359839
40463,0.00359787
40464,0.00359734
40465,0.00359681
40466,0.00359629
40467,0.00359576
40468,0.00359523
40469,0.00359471
40470,0.00359418
40471,0.00359365
40472,0.00359313
40473,0.0035926
40474,0.00359208
40475,0.00359155
40476,0.00359102
40477,0.0035905
40478,0.00358997
40479,0.00358945
40480,0.00358892
40481,0.00358839
40482,0.00358787
40483,0.00358734
40484,0.00358682
40485,0.00358629
40486,0.00358577
40487,0.00358524
40488,0.00358472
40489,0.00358419
40490,0.00358367
40491,0.00358314
40492,0.00358262
40493,0.00358209
40494,0.00358157
40495,0.00358105
40496,0.00358052
40497,0.00358
40498,0.00357947
40499,0.00357895
40500,0.00357842
40501,0.0035779
40502,0.00357738
40503,0.00357685
40504,0.00357633
40505,0.00357581
40506,0.00357528
40507,0.00357476
40508,0.00357424
40509,0.00357371
40510,0.00357319
40511,0.00357267
40512,0.00357214
40513,0.00357162
40514,0.0035711
40515,0.00357057
40516,0.00357005
40517,0.00356953
40518,0.00356901
40519,0.00356848
40520,0.00356796
40521,0.00356744
40522,0.00356692
40523,0.0035664
40524,0.00356587
40525,0.00356535
40526,0.00356483
40527,0.00356431
40528,0.00356379
40529,0.00356326
40530,0.00356274
40531,0.00356222
40532,0.0035617
40533,0.00356118
40534,0.00356066
40535,0.00356014
40536,0.00355962
40537,0.00355909
40538,0.00355857
40539,0.00355805
40540,0.00355753
40541,0.00355701
40542,0.00355649
40543,0.00355597
40544,0.00355545
40545,0.00355493
40546,0.00355441
40547,0.00355389
40548,0.00355337
40549,0.00355285
40550,0.00355233
40551,0.00355181
40552,0.00355129
40553,0.00355077
40554,0.00355025
40555,0.00354973
40556,0.00354921
40557,0.00354869
40558,0.00354817
40559,0.00354765
40560,0.00354714
40561,0.00354662
40562,0.0035461
40563,0.00354558
40564,0.00354506
40565,0.00354454
40566,0.00354402
40567,0.0035435
40568,0.00354299
40569,0.00354247
40570,0.00354195
40571,0.00354143
40572,0.00354091
40573,0.0035404
40574,0.00353988
40575,0.00353936
40576,0.00353884
40577,0.00353832
40578,0.00353781
40579,0.00353729
40580,0.00353677
40581,0.00353625
40582,0.00353574
40583,0.00353522
40584,0.0035347
40585,0.00353419
40586,0.00353367
40587,0.00353315
40588,0.00353264
40589,0.00353212
40590,0.0035316
40591,0.00353109
40592,0.00353057
40593,0.00353005
40594,0.00352954
40595,0.00352902
40596,0.0035285
40597,0.00352799
40598,0.00352747
40599,0.00352696
40600,0.00352644
40601,0.00352592
40602,0.00352541
40603,0.00352489
40604,0.00352438
40605,0.00352386
40606,0.00352335
40607,0.00352283
40608,0.00352232
40609,0.0035218
40610,0.00352129
40611,0.00352077
40612,0.00352026
40613,0.00351974
40614,0.00351923
40615,0.00351871
40616,0.0035182
40617,0.00351768
40618,0.00351717
40619,0.00351666
40620,0.00351614
40621,0.00351563
40622,0.00351511
40623,0.0035146
40624,0.00351409
40625,0.00351357
40626,0.00351306
40627,0.00351254
40628,0.00351203
40629,0.00351152
40630,0.003511
40631,0.00351049
40632,0.00350998
40633,0.00350946
40634,0.00350895
40635,0.00350844
40636,0.00350793
40637,0.00350741
40638,0.0035069
40639,0.00350639
40640,0.00350587
40641,0.00350536
40642,0.00350485
40643,0.00350434
40644,0.00350383
40645,0.00350331
40646,0.0035028
40647,0.00350229
40648,0.00350178
40649,0.00350127
40650,0.00350075
40651,0.00350024
40652,0.00349973
40653,0.00349922
40654,0.00349871
40655,0.0034982
40656,0.00349768
40657,0.00349717
40658,0.00349666
40659,0.00349615
40660,0.00349564
40661,0.00349513
40662,0.00349462
40663,0.00349411
40664,0.0034936
40665,0.00349309
40666,0.00349258
40667,0.00349207
40668,0.00349156
40669,0.00349105
40670,0.00349054
40671,0.00349002
40672,0.00348951
40673,0.00348901
40674,0.0034885
40675,0.00348799
40676,0.00348748
40677,0.00348697
40678,0.00348646
40679,0.00348595
40680,0.00348544
40681,0.00348493
40682,0.00348442
40683,0.00348391
40684,0.0034834
40685,0.00348289
40686,0.00348238
40687,0.00348187
40688,0.00348137
40689,0.00348086
40690,0.00348035
40691,0.00347984
40692,0.00347933
40693,0.00347882
40694,0.00347832
40695,0.00347781
40696,0.0034773
40697,0.00347679
40698,0.00347628
40699,0.00347578
40700,0.00347527
40701,0.00347476
40702,0.00347425
40703,0.00347374
40704,0.00347324
40705,0.00347273
40706,0.00347222
40707,0.00347172
40708,0.00347121
40709,0.0034707
40710,0.00347019
40711,0.00346969
40712,0.00346918
40713,0.00346867
40714,0.00346817
40715,0.00346766
40716,0.00346715
40717,0.00346665
40718,0.00346614
40719,0.00346564
40720,0.00346513
40721,0.00346462
40722,0.00346412
40723,0.00346361
40724,0.00346311
40725,0.0034626
40726,0.00346209
40727,0.00346159
40728,0.00346108
40729,0.00346058
40730,0.00346007
40731,0.00345957
40732,0.00345906
40733,0.00345856
40734,0.00345805
40735,0.00345755
40736,0.00345704
40737,0.00345654
40738,0.00345603
40739,0.00345553
40740,0.00345502
40741,0.00345452
40742,0.00345401
40743,0.00345351
40744,0.00345301
40745,0.0034525
40746,0.003452
40747,0.00345149
40748,0.00345099
40749,0.00345049
40750,0.00344998
40751,0.00344948
40752,0.00344897
40753,0.00344847
40754,0.00344797
40755,0.00344746
40756,0.00344696
40757,0.00344646
40758,0.00344595
40759,0.00344545
40760,0.00344495
40761,0.00344444
40762,0.00344394
40763,0.00344344
40764,0.00344294
40765,0.00344243
40766,0.00344193
40767,0.00344143
40768,0.00344093
40769,0.00344042
40770,0.00343992
40771,0.00343942
40772,0.00343892
40773,0.00343842
40774,0.00343791
40775,0.00343741
40776,0.00343691
40777,0.00343641
40778,0.00343591
40779,0.00343541
40780,0.0034349
40781,0.0034344
40782,0.0034339
40783,0.0034334
40784,0.0034329
40785,0.0034324
40786,0.0034319
40787,0.0034314
40788,0.0034309
40789,0.0034304
40790,0.00342989
40791,0.00342939
40792,0.00342889
40793,0.00342839
40794,0.00342789
40795,0.00342739
40796,0.00342689
40797,0.00342639
40798,0.00342589
40799,0.00342539
40800,0.00342489
40801,0.00342439
40802,0.00342389
40803,0.00342339
40804,0.00342289
40805,0.00342239
40806,0.0034219
40807,0.0034214
40808,0.0034209
40809,0.0034204
40810,0.0034199
40811,0.0034194
40812,0.0034189
40813,0.0034184
40814,0.0034179
40815,0.0034174
40816,0.00341691
40817,0.00341641
40818,0.00341591
40819,0.00341541
40820,0.00341491
40821,0.00341441
40822,0.00341392
40823,0.00341342
40824,0.00341292
40825,0.00341242
40826,0.00341192
40827,0.00341143
40828,0.00341093
40829,0.00341043
40830,0.00340993
40831,0.00340944
40832,0.00340894
40833,0.00340844
40834,0.00340794
40835,0.00340745
40836,0.00340695
40837,0.00340645
40838,0.00340596
40839,0.00340546
40840,0.00340496
40841,0.00340447
40842,0.00340397
40843,0.00340347
40844,0.00340298
40845,0.00340248
40846,0.00340198
40847,0.00340149
40848,0.00340099
40849,0.0034005
40850,0.0034
40851,0.0033995
40852,0.00339901
40853,0.00339851
40854,0.00339802
40855,0.00339752
40856,0.00339703
40857,0.00339653
40858,0.00339604
40859,0.00339554
40860,0.00339505
40861,0.00339455
40862,0.00339406
40863,0.00339356
40864,0.00339307
40865,0.00339257
40866,0.00339208
40867,0.00339158
40868,0.00339109
40869,0.00339059
40870,0.0033901
40871,0.0033896
40872,0.00338911
40873,0.00338862
40874,0.00338812
40875,0.00338763
40876,0.00338713
40877,0.00338664
40878,0.00338615
40879,0.00338565
40880,0.00338516
40881,0.00338467
40882,0.00338417
40883,0.00338368
40884,0.00338318
40885,0.00338269
40886,0.0033822
40887,0.00338171
40888,0.00338121
40889,0.00338072
40890,0.00338023
40891,0.00337973
40892,0.00337924
40893,0.00337875
40894,0.00337826
40895,0.00337776
40896,0.00337727
40897,0.00337678
40898,0.00337629
40899,0.00337579
40900,0.0033753
40901,0.00337481
40902,0.00337432
40903,0.00337383
40904,0.00337334
40905,0.00337284
40906,0.00337235
40907,0.00337186
40908,0.00337137
40909,0.00337088
40910,0.00337039
40911,0.0033699
40912,0.0033694
40913,0.00336891
40914,0.00336842
40915,0.00336793
40916,0.00336744
40917,0.00336695
40918,0.00336646
40919,0.00336597
40920,0.00336548
40921,0.00336499
40922,0.0033645
40923,0.00336401
40924,0.00336352
40925,0.00336303
40926,0.00336254
40927,0.00336205
40928,0.00336156
40929,0.00336107
40930,0.00336058
40931,0.00336009
40932,0.0033596
40933,0.00335911
40934,0.00335862
40935,0.00335813
40936,0.00335764
40937,0.00335715
40938,0.00335666
40939,0.00335617
40940,0.00335568
40941,0.00335519
40942,0.00335471
40943,0.00335422
40944,0.00335373
40945,0.00335324
40946,0.00335275
40947,0.00335226
40948,0.00335177
40949,0.00335129
40950,0.0033508
40951,0.00335031
40952,0.00334982
40953,0.00334933
40954,0.00334885
40955,0.00334836
40956,0.00334787
40957,0.00334738
40958,0.00334689
40959,0.00334641
40960,0.00334592
40961,0.00334543
40962,0.00334495
40963,0.00334446
40964,0.00334397
40965,0.00334348
40966,0.003343
40967,0.00334251
40968,0.00334202
40969,0.00334154
40970,0.00334105
40971,0.00334056
40972,0.00334008
40973,0.00333959
40974,0.0033391
40975,0.00333862
40976,0.00333813
40977,0.00333764
40978,0.00333716
40979,0.00333667
40980,0.00333619
40981,0.0033357
40982,0.00333522
40983,0.00333473
40984,0.00333424
40985,0.00333376
40986,0.00333327
40987,0.00333279
40988,0.0033323
40989,0.00333182
40990,0.00333133
40991,0.00333085
40992,0.00333036
40993,0.00332988
40994,0.00332939
40995,0.00332891
40996,0.00332842
40997,0.00332794
40998,0.00332745
40999,0.00332697
41000,0.00332648
41001,0.003326
41002,0.00332552
41003,0.00332503
41004,0.00332455
41005,0.00332406
41006,0.00332358
41007,0.0033231
41008,0.00332261
41009,0.00332213
41010,0.00332164
41011,0.00332116
41012,0.00332068
41013,0.00332019
41014,0.00331971
41015,0.00331923
41016,0.00331874
41017,0.00331826
41018,0.00331778
41019,0.00331729
41020,0.00331681
41021,0.00331633
41022,0.00331585
41023,0.00331536
41024,0.00331488
41025,0.0033144
41026,0.00331392
41027,0.00331343
41028,0.00331295
41029,0.00331247
41030,0.00331199
41031,0.00331151
41032,0.00331102
41033,0.00331054
41034,0.00331006
41035,0.00330958
41036,0.0033091
41037,0.00330861
41038,0.00330813
41039,0.00330765
41040,0.00330717
41041,0.00330669
41042,0.00330621
41043,0.00330573
41044,0.00330525
41045,0.00330476
41046,0.00330428
41047,0.0033038
41048,0.00330332
41049,0.00330284
41050,0.00330236
41051,0.00330188
41052,0.0033014
41053,0.00330092
41054,0.00330044
41055,0.00329996
41056,0.00329948
41057,0.003299
41058,0.00329852
41059,0.00329804
41060,0.00329756
41061,0.00329708
41062,0.0032966
41063,0.00329612
41064,0.00329564
41065,0.00329516
41066,0.00329468
41067,0.0032942
41068,0.00329372
41069,0.00329324
41070,0.00329276
41071,0.00329228
41072,0.00329181
41073,0.00329133
41074,0.00329085
41075,0.00329037
41076,0.00328989
41077,0.00328941
41078,0.00328893
41079,0.00328845
41080,0.00328798
41081,0.0032875
41082,0.00328702
41083,0.00328654
41084,0.00328606
41085,0.00328559
41086,0.00328511
41087,0.00328463
41088,0.00328415
41089,0.00328367
41090,0.0032832
41091,0.00328272
41092,0.00328224
41093,0.00328176
41094,0.00328129
41095,0.00328081
41096,0.00328033
41097,0.00327986
41098,0.00327938
41099,0.0032789
41100,0.00327842
41101,0.00327795
41102,0.00327747
41103,0.00327699
41104,0.00327652
41105,0.00327604
41106,0.00327556
41107,0.00327509
41108,0.00327461
41109,0.00327414
41110,0.00327366
41111,0.00327318
41112,0.00327271
41113,0.00327223
41114,0.00327176
41115,0.00327128
41116,0.0032708
41117,0.00327033
41118,0.00326985
41119,0.00326938
41120,0.0032689
41121,0.00326843
41122,0.00326795
41123,0.00326748
41124,0.003267
41125,0.00326653
41126,0.00326605
41127,0.00326558
41128,0.0032651
41129,0.00326463
41130,0.00326415
41131,0.00326368
41132,0.0032632
41133,0.00326273
41134,0.00326225
41135,0.00326178
41136,0.00326131
41137,0.00326083
41138,0.00326036
41139,0.00325988
41140,0.00325941
41141,0.00325894
41142,0.00325846
41143,0.00325799
41144,0.00325752
41145,0.00325704
41146,0.00325657
41147,0.00325609
41148,0.00325562
41149,0.00325515
41150,0.00325468
41151,0.0032542
41152,0.00325373
41153,0.00325326
41154,0.00325278
41155,0.00325231
41156,0.00325184
41157,0.00325136
41158,0.00325089
41159,0.00325042
41160,0.00324995
41161,0.00324948
41162,0.003249
